ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1419,MapQuest,201.0,2,2016-06-27 11:52:04,2016-06-27 12:37:04,38.562206,-121.487221,,,0.0,Right hand shoulder blocked due to accident on US-50 Westbound at 16th St.,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-06-27 11:53:00,95.0,,22.0,29.95,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1420,MapQuest,201.0,3,2016-06-27 12:09:35,2016-06-27 12:39:35,37.851349,-122.028984,,,0.0,Accident on I-680 Southbound after Stone Valley Rd.,,I-680 S,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-06-27 11:53:00,89.1,,24.0,29.94,10.0,NNW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1421,MapQuest,201.0,3,2016-06-27 12:02:05,2016-06-27 12:32:05,37.334427,-121.936485,,,0.0,Right hand shoulder blocked due to accident on I-880 Northbound before Bascom Ave.,,N Bascom Ave,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-27 11:53:00,81.0,,35.0,30.01,10.0,WNW,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1422,MapQuest,201.0,2,2016-06-27 12:05:46,2016-06-27 12:35:46,37.726952,-121.724197,,,0.0,Accident on Vasco Rd Southbound before Dalton Ave.,,Dalton Ave,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-27 11:53:00,91.9,,20.0,29.97,10.0,Variable,3.5,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1423,MapQuest,201.0,3,2016-06-27 12:06:56,2016-06-27 12:36:56,38.540779,-121.510918,,,0.0,Right hand shoulder blocked due to accident on I-5 Southbound at Exit 516 Sutterville Rd.,,I-5 S,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-06-27 11:53:00,95.0,,22.0,29.95,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1424,MapQuest,201.0,2,2016-06-27 12:13:29,2016-06-27 12:43:29,38.560009,-121.348335,,,0.0,Accident on Mayhew Rd both ways at Micron Ave.,3399.0,Mayhew Rd,L,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,2016-06-27 11:45:00,95.0,,22.0,29.95,10.0,NNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1425,MapQuest,201.0,2,2016-06-27 12:30:26,2016-06-27 13:00:26,37.6749,-122.389343,,,0.0,#2 lane blocked due to accident on US-101 Southbound at Exit 426 / Sierra Point Pkwy.,5678.0,Sierra Point Pkwy,L,Brisbane,San Mateo,CA,94005-1825,US,US/Pacific,KSFO,2016-06-27 12:56:00,68.0,,52.0,30.01,10.0,WNW,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1426,MapQuest,201.0,3,2016-06-27 12:26:58,2016-06-27 12:56:58,37.777946,-122.237274,,,0.0,#1 lane blocked due to accident on I-880 Southbound after Exit 39B / 23rd Ave.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-06-27 12:53:00,73.9,,46.0,30.01,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1427,MapQuest,201.0,3,2016-06-27 12:29:14,2016-06-27 12:59:14,37.700802,-121.92276,,,0.0,#3 &amp; #4 lane blocked due to accident on I-680 Northbound before I-580.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-27 12:53:00,96.1,,18.0,29.96,10.0,SW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1428,MapQuest,201.0,3,2016-06-27 12:31:41,2016-06-27 13:01:41,37.701584,-121.906929,,,0.0,Slow lane blocked due to accident on I-580 Westbound at Exit 45 / Hopyard Rd.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-27 12:53:00,96.1,,18.0,29.96,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1429,MapQuest,201.0,2,2016-06-27 12:46:09,2016-06-27 13:16:09,38.057392,-121.259567,,,0.0,Accident on Eight Mile Rd both ways at Highway 99.,,CA-99 S,R,Stockton,San Joaquin,CA,95212,US,US/Pacific,KSCK,2016-06-27 12:55:00,97.0,,22.0,29.95,10.0,NW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1430,MapQuest,201.0,2,2016-06-27 12:51:11,2016-06-27 13:21:11,37.729034,-122.474663,,,0.0,Accident on CA-1 19th Ave Southbound near Buckingham Way.,3252.0,19th Ave,R,San Francisco,San Francisco,CA,94132-2007,US,US/Pacific,KSFO,2016-06-27 12:56:00,68.0,,52.0,30.01,10.0,WNW,21.9,,Partly Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-1431,MapQuest,241.0,3,2016-06-27 13:05:56,2016-06-27 13:35:56,37.701584,-121.906929,,,0.0,2 right lane blocked due to accident on I-580 Westbound before Exit 45 Hopyard Rd.,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-06-27 12:53:00,96.1,,18.0,29.96,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1432,MapQuest,201.0,2,2016-06-27 13:09:18,2016-06-27 13:39:18,38.610249,-121.364525,,,0.0,Accident on El Camino Ave both ways at Eastern Ave.,,Eastern Ave,R,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2016-06-27 13:15:00,96.8,,25.0,29.95,9.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1433,MapQuest,201.0,2,2016-06-27 13:17:13,2016-06-27 14:32:13,38.27066,-122.667992,,,0.0,Accident on US-101 Northbound at Exit 476 Petaluma Blvd.,,US-101 N,R,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,2016-06-27 13:15:00,86.0,,35.0,30.01,10.0,NW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1434,MapQuest,201.0,2,2016-06-27 13:17:49,2016-06-27 14:32:49,38.092655,-122.604507,,,0.0,Accident on Wilson Ave at Tanglewood Ln.,451.0,Wilson Ave,L,Novato,Marin,CA,94947-4239,US,US/Pacific,KDVO,2016-06-27 13:15:00,86.0,,40.0,29.98,,ESE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1435,MapQuest,201.0,3,2016-06-27 13:17:42,2016-06-27 13:47:42,38.021278,-121.359024,,,0.0,Accident on I-5 Northbound at Exit 478 Hammer Ln.,,I-5 S,R,Stockton,San Joaquin,CA,95219,US,US/Pacific,KSCK,2016-06-27 12:55:00,97.0,,22.0,29.95,10.0,NW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1436,MapQuest,201.0,3,2016-06-27 13:29:24,2016-06-27 14:44:24,37.407612,-122.190376,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound at Exit 22 Alpine Rd. On exit ramp.,,Junipero Serra Fwy N,R,Palo Alto,Santa Clara,CA,94304,US,US/Pacific,KPAO,2016-06-27 13:47:00,77.0,,54.0,29.99,10.0,NNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1437,MapQuest,201.0,2,2016-06-27 13:29:51,2016-06-27 13:59:51,37.950836,-121.220261,,,0.0,Accident on Walker Ln both ways at Section Ave.,1582.0,S Walker Ln,L,Stockton,San Joaquin,CA,95215-9601,US,US/Pacific,KSCK,2016-06-27 13:55:00,99.0,,19.0,29.93,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1438,MapQuest,201.0,2,2016-06-27 13:41:47,2016-06-27 14:11:47,38.057484,-121.296234,,,0.0,Accident on Eight Mile Rd both ways at County Hwy-J3 West Ln.,,E Eight Mile Rd,R,Stockton,San Joaquin,CA,95210,US,US/Pacific,KSCK,2016-06-27 13:55:00,99.0,,19.0,29.93,10.0,NW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1439,MapQuest,201.0,3,2016-06-27 13:36:41,2016-06-27 14:06:41,38.758034,-121.261528,,,0.0,Accident on I-80 Eastbound at Exits 105A 105B Eureka Rd.,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,2016-06-27 13:35:00,95.0,,26.0,29.94,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1440,MapQuest,201.0,3,2016-06-27 13:44:08,2016-06-27 14:14:08,38.592022,-121.551941,,,0.0,Accident on I-80 Westbound at Exit 83 CA-84 Reed Ave.,,Reed Ave,R,West Sacramento,Yolo,CA,95605,US,US/Pacific,KSAC,2016-06-27 13:53:00,100.0,,21.0,29.92,10.0,NW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1441,MapQuest,201.0,3,2016-06-27 13:55:32,2016-06-27 15:10:32,37.701157,-121.823715,,,0.0,Accident on I-580 Westbound at Exit 50 CA-84 Airway Blvd.,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-27 13:53:00,100.0,,16.0,29.94,10.0,WSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1442,MapQuest,201.0,3,2016-06-27 14:17:08,2016-06-27 14:47:08,38.547245,-121.362389,,,0.0,Accident on Kiefer Blvd both ways at Port Dr.,9099.0,Kiefer Blvd,L,Sacramento,Sacramento,CA,95826-4402,US,US/Pacific,KMHR,2016-06-27 13:55:00,100.4,,21.0,29.92,10.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1443,MapQuest,201.0,3,2016-06-27 14:52:12,2016-06-27 16:07:12,37.683304,-122.127098,,,0.0,Accident on I-880 Northbound at Exits 30 31A I-238.,,I-880 N,R,San Lorenzo,Alameda,CA,94580,US,US/Pacific,KHWD,2016-06-27 14:54:00,78.1,,40.0,30.0,10.0,WNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1444,MapQuest,201.0,2,2016-06-27 14:43:01,2016-06-27 15:13:01,38.667656,-121.225708,,,0.0,Accident on County Hwy-E3 Hazel Ave both ways at Leedy Ln.,5613.0,Hazel Ave,R,Orangevale,Sacramento,CA,95662-5142,US,US/Pacific,KMCC,2016-06-27 14:35:00,98.6,,18.0,29.93,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1445,MapQuest,201.0,2,2016-06-27 14:56:45,2016-06-27 16:11:45,37.787075,-122.180161,,,0.0,Accident on CA-13 Warren Fwy Northbound at Exits 1A 1B I-580.,,Warren Fwy N,R,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,2016-06-27 14:53:00,73.0,,48.0,29.98,10.0,WNW,17.3,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1446,MapQuest,201.0,2,2016-06-27 14:58:42,2016-06-27 15:28:42,38.722198,-120.769257,,,0.0,Accident on Country Club Dr both ways near Barrett Dr.,1699.0,Barrett Dr,L,Placerville,El Dorado,CA,95667-6015,US,US/Pacific,KPVF,2016-06-27 14:55:00,95.0,,13.0,30.09,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1447,MapQuest,201.0,2,2016-06-27 14:54:52,2016-06-27 15:24:52,38.03511,-120.649826,,,0.0,Accident on CA-4 both ways at Hunt Rd.,,Highway 4,R,Angels Camp,Calaveras,CA,95222,US,US/Pacific,KO22,2016-06-27 14:55:00,104.0,,11.0,30.01,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1448,MapQuest,201.0,2,2016-06-27 15:08:49,2016-06-27 16:08:49,37.902161,-121.466637,,,0.0,Accident on CA-4 at County Hwy-J2 Tracy Blvd.,12000.0,W Highway 4,L,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,2016-06-27 14:55:00,100.0,,18.0,29.9,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1449,MapQuest,201.0,2,2016-06-27 15:14:05,2016-06-27 16:14:05,38.524895,-121.467789,,,0.0,Accident on CA-99 Sacramento Fwy Eastbound at Exit 296 Fruitridge Rd. On exit ramp.,,Fruitridge Rd,R,Sacramento,Sacramento,CA,95824,US,US/Pacific,KSAC,2016-06-27 14:53:00,100.9,,13.0,29.91,10.0,West,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1450,MapQuest,222.0,2,2016-06-27 15:45:20,2016-06-27 16:45:20,38.544781,-121.473984,,,0.0,Queueing traffic due to accident on CA-99 Southbound at Exit 297 12th Ave. On exit ramp.,,CA-99 S,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-27 15:53:00,104.0,,12.0,29.89,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1451,MapQuest,201.0,2,2016-06-27 15:42:35,2016-06-27 16:42:35,38.621574,-121.401459,,,0.0,Accident on Fulton Ave at Carson Way.,2600.0,Carson Way,R,Sacramento,Sacramento,CA,95821-3410,US,US/Pacific,KMCC,2016-06-27 15:35:00,102.2,,11.0,29.91,9.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1452,MapQuest,201.0,2,2016-06-27 15:44:31,2016-06-27 16:44:31,38.643433,-121.30056,,,0.0,Accident on Glenridge Dr at Glenridge Dr.,4335.0,Glenridge Dr,L,Carmichael,Sacramento,CA,95608-2044,US,US/Pacific,KMCC,2016-06-27 15:35:00,102.2,,11.0,29.91,9.0,NW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1453,MapQuest,222.0,3,2016-06-27 16:15:05,2016-06-27 17:15:05,38.550304,-121.473862,,,0.0,Queueing traffic due to accident on I-80 Bus Capital City Fwy Northbound at Exits 6A 6B 6C 298B US-50.,,CA-99 N,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-27 15:53:00,104.0,,12.0,29.89,10.0,NNW,8.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1454,MapQuest,201.0,3,2016-06-27 16:20:00,2016-06-27 17:20:00,38.550556,-121.473862,,,0.0,Accident on I-80 Bus Capital City Fwy Northbound at Exits 6A 6B 6C 298B US-50.,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-27 15:53:00,104.0,,12.0,29.89,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1455,MapQuest,201.0,2,2016-06-27 16:14:22,2016-06-27 17:14:22,38.458946,-121.409081,,,0.0,Accident on Stockton Blvd at Stevenson Ave.,8166.0,E Stockton Blvd,L,Sacramento,Sacramento,CA,95828-8205,US,US/Pacific,KSAC,2016-06-27 15:53:00,104.0,,12.0,29.89,10.0,NNW,8.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1456,MapQuest,201.0,2,2016-06-27 16:25:33,2016-06-27 17:25:33,38.291317,-121.282883,,,0.0,Accident on Marengo Rd at CA-104 Twin Cities Rd.,12801.0,Marengo Rd,L,Galt,Sacramento,CA,95632-8422,US,US/Pacific,KSAC,2016-06-27 16:53:00,104.0,,13.0,29.87,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1457,MapQuest,201.0,2,2016-06-27 17:07:42,2016-06-27 18:07:42,38.057774,-121.361343,,,0.0,Accident on Eight Mile Rd at Oak Grove Park.,3873.0,W Eight Mile Rd,L,Stockton,San Joaquin,CA,95209,US,US/Pacific,KSCK,2016-06-27 16:55:00,102.0,,14.0,29.88,10.0,NW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1458,MapQuest,201.0,2,2016-06-27 17:36:57,2016-06-27 18:36:57,38.7146,-121.607239,,,0.0,Accident on Garden Hwy at Elverta Rd.,8107.0,Garden Hwy,R,Sacramento,Sacramento,CA,95837-9307,US,US/Pacific,KSMF,2016-06-27 17:53:00,102.9,,15.0,29.85,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1459,MapQuest,201.0,2,2016-06-27 17:35:35,2016-06-27 18:35:35,38.553822,-121.409431,,,0.0,Accident on US-50 Westbound at Exit 9 Hornet Dr.,,Howe Ave,R,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2016-06-27 17:51:00,104.0,,10.0,29.86,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1460,MapQuest,222.0,3,2016-06-27 17:32:34,2016-06-27 18:32:34,37.984329,-121.343544,,,0.0,Queueing traffic due to accident on I-5 Southbound at Exit 476 March Ln.,,W March Ln,R,Stockton,San Joaquin,CA,95219,US,US/Pacific,KSCK,2016-06-27 17:55:00,100.0,,16.0,29.86,10.0,WNW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1461,MapQuest,222.0,2,2016-06-27 17:36:17,2016-06-27 18:36:17,38.658169,-120.969086,,,0.0,Queueing traffic due to accident on Coach Ln at Cameron Park Dr.,4058.0,Cameron Park Dr,L,Cameron Park,El Dorado,CA,95682-8412,US,US/Pacific,KPVF,2016-06-27 17:35:00,93.2,,15.0,30.07,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1462,MapQuest,201.0,3,2016-06-27 17:51:41,2016-06-27 18:21:41,37.78735,-122.247955,,,0.0,Accident on I-880 Southbound at Exit 40 16th Ave.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-06-27 17:53:00,71.1,,51.0,29.95,10.0,West,12.7,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1463,MapQuest,201.0,3,2016-06-27 18:22:31,2016-06-27 19:22:31,38.540482,-121.734596,,,0.0,Accident on I-80 at Exits 72 72A 72B Richards Blvd.,,I-80 E,R,Davis,Yolo,CA,95616,US,US/Pacific,KEDU,2016-06-27 18:15:00,102.2,,15.0,29.86,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1464,MapQuest,201.0,3,2016-06-27 18:26:06,2016-06-27 19:26:06,38.543068,-121.731735,,,0.0,Right hand shoulder blocked due to accident on I-80 Eastbound at Exits 72 72A 72B Richards Blvd.,,I-80 E,R,Davis,Yolo,CA,95616,US,US/Pacific,KEDU,2016-06-27 18:35:00,100.4,,18.0,29.86,10.0,South,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1465,MapQuest,201.0,3,2016-06-27 18:38:56,2016-06-27 19:08:56,37.889572,-122.058487,,,0.0,Accident on I-680 Southbound at Exits 45B 46A 46B CA-24.,,I-680 S,R,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,2016-06-27 18:53:00,93.9,,17.0,29.85,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1466,MapQuest,201.0,2,2016-06-27 18:35:11,2016-06-27 19:35:11,38.177197,-121.26255,,,0.0,Accident on CA-99 Southbound at Exit 269 Acampo Rd.,,CA-99 S,R,Acampo,San Joaquin,CA,95220,US,US/Pacific,KSCK,2016-06-27 18:55:00,96.1,,19.0,29.86,10.0,WNW,16.1,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1467,MapQuest,229.0,2,2016-06-27 18:51:16,2016-06-27 19:51:16,38.191338,-120.829025,,,0.0,Slow traffic due to accident on CA-12 at CA-26 Highway 12.,8.0,W Highway 12,L,Valley Springs,Calaveras,CA,95252,US,US/Pacific,KO22,2016-06-27 18:55:00,95.0,,16.0,29.99,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1468,MapQuest,201.0,2,2016-06-27 19:11:06,2016-06-27 20:11:06,38.649109,-121.327728,,,0.0,Accident on Manzanita Ave Northbound at Winding Way.,4701.0,Manzanita Ave,R,Carmichael,Sacramento,CA,95608-0822,US,US/Pacific,KMCC,2016-06-27 19:15:00,102.2,,9.0,29.87,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1469,MapQuest,201.0,3,2016-06-27 19:09:28,2016-06-27 20:09:28,38.933037,-121.054932,,,0.0,Accident on I-80 Westbound at Bowman Rd. On exit ramp.,,I-80 E,R,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,2016-06-27 19:15:00,96.8,,15.0,29.98,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1470,MapQuest,201.0,3,2016-06-27 19:17:40,2016-06-27 19:47:40,37.742359,-121.566101,,,0.0,Accident on I-205 Eastbound at I-580.,,I-205 E,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-06-27 18:53:00,91.0,,23.0,29.9,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1471,MapQuest,201.0,3,2016-06-27 19:51:11,2016-06-27 20:21:11,37.726318,-122.446037,,,0.0,Accident on I-280 Southbound at Exit 51 Ocean Ave.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2016-06-27 19:56:00,62.1,,62.0,29.95,10.0,WNW,21.9,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1472,MapQuest,201.0,3,2016-06-27 19:42:44,2016-06-27 20:42:44,38.553047,-121.694443,,,0.0,Accident on I-80 Westbound at Exit 75 Chiles Rd.,,Mace Blvd,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2016-06-27 19:35:00,95.0,,26.0,29.86,10.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1473,MapQuest,201.0,2,2016-06-27 19:49:00,2016-06-27 20:19:00,38.247562,-122.628922,,,0.0,Accident on US-101 Westbound at Exit 474 Washington St.,,US-101 N,R,Petaluma,Sonoma,CA,94952,US,US/Pacific,KO69,2016-06-27 19:55:00,71.6,,43.0,29.95,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1474,MapQuest,201.0,3,2016-06-27 19:52:01,2016-06-27 20:22:01,38.553047,-121.694443,,,0.0,Accident on I-80 Westbound at Exit 75 Chiles Rd.,,Mace Blvd,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,2016-06-27 19:55:00,93.2,,30.0,29.86,10.0,SSW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1475,MapQuest,201.0,3,2016-06-27 20:08:55,2016-06-27 20:38:55,37.742016,-121.570595,,,0.0,Accident on I-205 Eastbound at I-580.,,I-205 E,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-06-27 19:53:00,84.9,,29.0,29.91,10.0,West,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1476,MapQuest,201.0,2,2016-06-27 20:29:19,2016-06-27 21:59:19,38.50024,-121.435188,,,0.0,Accident on Florin Mall Dr Southbound at 65th St.,,Florin Mall Dr,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2016-06-27 20:53:00,87.1,,31.0,29.86,10.0,SW,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1477,MapQuest,201.0,2,2016-06-27 20:22:19,2016-06-27 21:22:19,38.453766,-121.409172,,,0.0,Accident on CA-99 Southbound at Exit 289 Cosumnes River Blvd.,,CA-99 S,R,Elk Grove,Sacramento,CA,95758,US,US/Pacific,KSAC,2016-06-27 19:53:00,93.0,,27.0,29.86,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1478,MapQuest,222.0,2,2016-06-27 20:36:04,2016-06-27 21:36:04,38.645802,-121.189041,,,0.0,Queueing traffic due to accident on Folsom Blvd Westbound at Natoma Station Dr.,13155.0,Folsom Blvd,L,Folsom,Sacramento,CA,95630,US,US/Pacific,KMHR,2016-06-27 20:50:00,87.8,,31.0,29.86,10.0,SSW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1479,MapQuest,201.0,3,2016-06-27 20:42:18,2016-06-27 22:12:18,38.637119,-121.522736,,,0.0,Accident on I-5 Northbound at Exit 522 I-80.,,I-5 N,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,2016-06-27 20:35:00,95.0,,20.0,29.87,10.0,SW,6.9,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1480,MapQuest,201.0,3,2016-06-27 20:43:55,2016-06-27 21:43:55,37.956226,-121.321594,,,0.0,Accident on I-5 Northbound at Monte Diablo Ave. On exit ramp.,,I-5 N,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,2016-06-27 20:55:00,86.0,,30.0,29.88,10.0,WNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1481,MapQuest,201.0,3,2016-06-27 21:16:09,2016-06-27 21:46:09,37.47628,-121.932457,,,0.0,Accident on I-880 Northbound at Exit 10 California Cir.,,I-880 N,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,2016-06-27 20:47:00,64.4,,77.0,29.96,10.0,NNW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
